fy,page,subject,priority,state,figures,figures_reversed,read_by,heading,answers,document
2019,32,payroll,6,read,159,2,appropriations,Technology Director,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,33,payroll,6,read,127,0,appropriations,Finance Committee,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,34,payroll,6,read,112,0,appropriations,Other Expenses,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,162,payroll,6,read,25,0,appropriations,Assessor's Salaries,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,163,payroll,6,read,22,0,appropriations,140/00.k0,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,156,payroll,6,read,36,0,appropriations,Unemployment Expense,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,157,payroll,6,read,32,0,appropriations,Subtotal Radio Watch,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,249,payroll,6,read,93,1,gross-wages,Town & School Employee Calendar 2018 Gross Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,253,payroll,6,read,47,0,gross-wages,Town & School Employee Calendar 2018 Gross Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,254,payroll,6,read,22,0,gross-wages,Town & School Employee Calendar 2018 Gross Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,156,payroll,6,read,35,0,appropriations,Police/Fire Med Expenses,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,145,payroll,6,read,22,0,appropriations,Group Life Insurance,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,146,payroll,6,read,23,0,appropriations,Technology Director,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,147,payroll,6,read,19,0,appropriations,Subtotal Radio Watch,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,150,payroll,6,read,159,0,"salary-schedule, salary-schedule-refused, town-meeting-votes","Annual Town Meeting - May 5, 2016","Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,175,payroll,6,read,34,0,appropriations,Central Purchasing,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,186,payroll,6,read,160,0,"salary-schedule, town-meeting-votes","Special Town Meeting- November 28, 2016","Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,198,payroll,6,read,130,0,"salary-schedule, salary-schedule-refused",Sewer Business Manager ..........,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2013,94,payroll,6,read,37,0,gross-wages,,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,95,payroll,6,read,130,0,gross-wages,,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,96,payroll,6,read,43,1,gross-wages,,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,97,payroll,6,read,24,0,gross-wages,CALENDAR 2013 WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2012,112,payroll,6,read,57,0,gross-wages,,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,114,payroll,6,read,133,0,gross-wages-refused,Calendar 2012 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,115,payroll,6,read,122,0,gross-wages,Calendar 2012 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,98,payroll,6,read,138,0,"gross-wages, gross-wages-refused","ABARE, DEBORAH","Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,99,payroll,6,read,150,0,gross-wages,CALENDAR 2011 WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,100,payroll,6,read,150,0,gross-wages,CALENDAR 2011 WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,101,payroll,6,read,115,0,gross-wages,"TOUSIGNANT, KARMA","Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,34,valuation,7,read,5,12,valuation-by-class,FY2024 Total Valuation,Assessed value by class. /commercial-base and /property-owners are built on the state’s certification of this; the town’s own printing is the check on it.,sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
